@relation _home_supun_Documents_wekafiles_dataset2_Tokens_arff_docs__home_supun_Documents_wekafiles_dataset2_LOC-weka.filters.unsupervised.attribute.Remove-R2_java_keywords.arff-weka.filters.unsupervised.attribute.Remove-R3

@attribute tokens string
@attribute loc numeric
@attribute abstract_keyword numeric
@attribute assert_keyword numeric
@attribute boolean_keyword numeric
@attribute break_keyword numeric
@attribute byte_keyword numeric
@attribute case_keyword numeric
@attribute catch_keyword numeric
@attribute char_keyword numeric
@attribute class_keyword numeric
@attribute continue_keyword numeric
@attribute default_keyword numeric
@attribute do_keyword numeric
@attribute double_keyword numeric
@attribute else_keyword numeric
@attribute enum_keyword numeric
@attribute exports_keyword numeric
@attribute extends_keyword numeric
@attribute final_keyword numeric
@attribute finally_keyword numeric
@attribute float_keyword numeric
@attribute for_keyword numeric
@attribute if_keyword numeric
@attribute implements_keyword numeric
@attribute import_keyword numeric
@attribute instanceof_keyword numeric
@attribute int_keyword numeric
@attribute interface_keyword numeric
@attribute long_keyword numeric
@attribute modules_keyword numeric
@attribute native_keyword numeric
@attribute new_keyword numeric
@attribute package_keyword numeric
@attribute private_keyword numeric
@attribute protected_keyword numeric
@attribute public_keyword numeric
@attribute requires_keyword numeric
@attribute return_keyword numeric
@attribute short_keyword numeric
@attribute static_keyword numeric
@attribute strictfp_keyword numeric
@attribute super_keyword numeric
@attribute switch_keyword numeric
@attribute synchronized_keyword numeric
@attribute this_keyword numeric
@attribute throw_keyword numeric
@attribute throws_keyword numeric
@attribute transient_keyword numeric
@attribute try_keyword numeric
@attribute void_keyword numeric
@attribute volatile_keyword numeric
@attribute while_keyword numeric
@attribute true_keyword numeric
@attribute null_keyword numeric
@attribute false_keyword numeric
@attribute const_keyword numeric
@attribute goto_keyword numeric
@attribute keywordcount numeric
@attribute klass {Non_Flakey,Flakey}

@data
'the  server  shall  authorize  the  access   but  should  not  drop  a  new  cookie  expires  token_  max_  inactive_  interval  new  cookie  _test  do  filter  authentication  max  inactive  interval  token_  validity_  sec  current  time  millis  authorized  max  inactives  with  renewed  activity  interval  system  test  token  with  valid  activity  interval   the server shall authorize the access  but should not drop a new cookie  expires  token_max_inactive_interval   newcookie  _testdofilterauthenticationmaxinactiveinterval  token_validity_sec  currenttimemillis   authorized  maxinactives   with renewed activity interval  system  testtokenwithvalidactivityinterval',23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,Non_Flakey
'call  test  action  start  command  check  coord  action  mytoken  get  time  add  record  to  action  table  me  action  id  myjob  -  coord-  action  start  command-  c@1  myapp  call  testactionstartcommand  checkcoordaction  mytoken  gettime  addrecordtoactiontable  me  actionid  myjob  -coord-actionstartcommand-c@1  myapp',14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,Flakey
'reason  adapter  assert  assert  null  check  request  support  assert  request  supported  reason  should  be  null  a  reason  this  request  is  not  supported.  reason  adapter  assert  assertnull  checkrequestsupport  assertrequestsupported  reason should be null  a reason this request is not supported.',11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,9,Non_Flakey
'add  record  to  coord  job  table  for  waiting  coord-job-for-matd-relative.xml  get  id  date  utils  parse  date  oozie  tz  call  test  action  mater  for  hcatalog  relative  path  coordinator  job  2009-03-06  t010:00  z  2009-03-11  t10:00  z  start  time  end  time  job  addrecordtocoordjobtableforwaiting  coord-job-for-matd-relative.xml  getid  dateutils  parsedateoozietz  call  testactionmaterforhcatalogrelativepath  coordinatorjob  2009-03-06t010:00z  2009-03-11t10:00z  starttime  endtime  job',6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,Flakey
'fail  assert  buffer  index  out  of  bounds  exception  should  have  been  thrown  append  substring  stuff  substring  trimmed  test  substring  index  of  out  bound  fail  assert  buffer  indexoutofboundsexception should have been thrown  append  substring  stuff  substringtrimmed  testsubstringindexofoutbound',41,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,16,Non_Flakey
'cluster  mtime  on  close  file  after  writing  stat  before  close  get  modification  time  (  conf  wait  active  get  file  status  ipc.client.connection.maxidletime  create  a  new  file  and  write  to  it  info  localhost  2s  closed  file.  dfs  config  keys  datanode  report  format  )  get  file  system  stm  set  int  before  close  is  max_  idle_  time  num  data  nodes  parameter  initialization  file  sys  get  name  node  port  print  datanode  report  shutdown  date  form  system  stat  after  close  assert  true  mdate  after  close  client  num  datanodes  addr  close  /simple.dat  write  file  cleanup  file  e  replicas  test  times  at  close  mtime  before  close  assert  equals  mtime  after  close  after  close  is  build  mdate  before  close  number  of  datanodes  file1  created  and  wrote  file  simple.dat  datanode  report  type  cluster  mtime on    close file after writing  statbeforeclose  getmodificationtime   (  conf  waitactive  getfilestatus  ipc.client.connection.maxidletime   create a new file and write to it  info  localhost   2s  closed file.  dfsconfigkeys  datanodereport  format  )  getfilesystem  stm  setint   before close is   max_idle_time  numdatanodes   parameter initialization  filesys  getnamenodeport  printdatanodereport  shutdown  dateform  system  statafterclose  asserttrue  mdateafterclose  client  numdatanodes  addr  close  /simple.dat  writefile  cleanupfile  e  replicas  testtimesatclose  mtimebeforeclose  assertequals  mtimeafterclose   after close is   build  mdatebeforeclose  number of datanodes   file1  created and wrote file simple.dat  datanodereporttype',50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,18,Flakey
'host5  host4  host7  host11  host6  host1  host3  somehost  host2  test  hash  code  someotherhost  host10  myhttp  assert  assert  true  hash  code  http  get  by  address  some  host  host9  inet  address  host8  127.0.0.1  host5  host4  host7  host11  host6  host1  host3  somehost  host2  testhashcode  someotherhost  host10  myhttp  assert  asserttrue  hashcode  http  getbyaddress  somehost  host9  inetaddress  host8  127.0.0.1',25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,28,Non_Flakey
'coordinator.xml  test  submit  no  username  set  <coordinator-app  name=\"  name\"  frequency=\"10\"  start=\"2009-02-01  t01:00  z\"  end=\"2009-02-03  t23:59  z\"  timezone=\"  utc\"  conf  exception  expected  if  user.name  is  not  set!  app  path  </configuration>  </workflow>  </action>  </coordinator-app>  sc  call  write  to  file  oozie  client  fail  app  xml  file://  get  test  case  dir  unit_  testing  <action>  <workflow>  <app-path>hdfs:///tmp/workflows/</app-path>  <controls>  <timeout>10</timeout>  <concurrency>2</concurrency>  conf.set(  oozie  client.  user_  name   get  test  user());  file  xmlns=\"uri:oozie:coordinator:0.2\">  <execution>  lifo</execution>  </controls>  <configuration>  <property>  <name>input  a</name>  <value>blah</value>  </property>  coordinator.xml  testsubmitnousername  set  <coordinator-app name=\"name\" frequency=\"10\" start=\"2009-02-01t01:00z\" end=\"2009-02-03t23:59z\" timezone=\"utc\"   conf  exception expected if user.name is not set!  apppath  </configuration> </workflow> </action> </coordinator-app>  sc  call  writetofile  oozieclient  fail  appxml  file://  gettestcasedir  unit_testing  <action> <workflow> <app-path>hdfs:///tmp/workflows/</app-path>   <controls> <timeout>10</timeout> <concurrency>2</concurrency>    conf.set(oozieclient.user_name  gettestuser());  file  xmlns=\"uri:oozie:coordinator:0.2\">   <execution>lifo</execution> </controls>   <configuration> <property> <name>inputa</name> <value>blah</value> </property>',20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,8,Flakey
'get  buffer  size  test  fs  output  stream  builder  create  file  get  bytes  assert  array  equals  path  assert  io_  file_  buffer_  size_  default  get  replication  get  block  size  read  fully  get  default  replication  get  file  status  buffer  write  get  permission  should  be  default  replication  factor  assert  that  get  default  block  size  block  size  input  get  int  test  set  0  to  replication   block  size  and  buffer  size  utf8  file  sys  should  be  default  buffer  size  and  permission  buffer  size  should  be  0  replication  factor  should  be  0  should  be  default  block  size  io_  file_  buffer_  size_  key  recursive  content  out  data  written.  stream  test_  root_  dir  block  size  should  be  0  get  len  builder  is  zero  fs  permission  close  replication  get  conf  e  content  origin  should  be  default  permission  the  data  be  read  should  equals  with  the  with  fail  message  test  builder  build  create  with  a  generic  type  of  create  file!  get  file  default  is  equal  to  open  buffer  size  getbuffersize  testfsoutputstreambuilder  createfile  getbytes  assertarrayequals  path  assert  io_file_buffer_size_default  getreplication  getblocksize  readfully  getdefaultreplication  getfilestatus  buffer  write  getpermission  should be default replication factor  assertthat  getdefaultblocksize  blocksize  input  getint   test set 0 to replication  block size and buffer size  utf8  filesys  should be default buffer size   and permission  buffer size should be 0  replication factor should be 0  should be default block size  io_file_buffer_size_key  recursive  content  out  data written.  stream  test_root_dir  block size should be 0  getlen  builder  iszero  fspermission  close  replication  getconf  e  contentorigin  should be default permission  the data be read should equals with the   withfailmessage  testbuilder  build  create with a generic type of createfile!  getfiledefault  isequalto  open  buffersize',34,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,13,Non_Flakey
'-start  end_  points  rest  constants  is_  security_  enabled  get  context  url  oozie  url  mock  dag  engine  service  run  assert  equals  test  start  args  call  1  -oozie  size  assert  true  get  job  servlet_  classes  run  test  -start  end_points  restconstants  is_security_enabled  getcontexturl  oozieurl  mockdagengineservice  run  assertequals  teststart  args  call  1  -oozie  size  asserttrue  get  job  servlet_classes  runtest',16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,11,Flakey
'has  field  violation  then  return  invoke  double  param  double  validation  should  work  when  param1  assert  true  context  create  verify  mock  controller  validation  blah  get  parameter  hasfieldviolation  thenreturn  invoke  doubleparam  doublevalidationshouldwork  when  param1  asserttrue  context  create  verify  mockcontroller  validation  blah  getparameter',7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,Non_Flakey
'timestamp2  test  3  failed   but  relax.  time  spent:  something  wrong!  test  4  got  exception  with  maxmum  retries!  something  wrong!  test  2  got  exception  with  maxmum  retries!  test  4  succeeded!  time  spent:  system  busy  test  assert  true  testing  dfs  client  random  waiting  on  busy  blocks.  timestamp  info  test  3  succeeded!  time  spent:  time  win  pass  sec.  log  threads  test  2  succeeded!  time  spent:  file  len  test  dfs  client  retries  on  busy  blocks  retries  warn  current  time  millis  test  1  failed   but  relax.  time  spent:  test  1  succeeded!  time  spent:  xcievers  timestamp2  test 3 failed  but relax. time spent:   something wrong! test 4 got exception with maxmum retries!  something wrong! test 2 got exception with maxmum retries!  test 4 succeeded! time spent:   system  busytest  asserttrue  testing dfsclient random waiting on busy blocks.  timestamp  info  test 3 succeeded! time spent:      timewin  pass   sec.  log  threads  test 2 succeeded! time spent:   filelen  testdfsclientretriesonbusyblocks  retries  warn  currenttimemillis  test 1 failed  but relax. time spent:   test 1 succeeded! time spent:   xcievers',69,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,15,Flakey
'assert  false  context  prim  boolean  param  create  verify  has  violations  invoke  prim  boolean  param  should  handle  null  mock  controller  validation  assertfalse  context  primbooleanparam  create  verify  hasviolations  invoke  primbooleanparamshouldhandlenull  mockcontroller  validation',6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,Non_Flakey
'get  job  tracker  uri  root  archive  root  so  so  file.so.1  create  context  setup  action  conf  files  in  cache  test  lib  file  archives  context  get  path  create  jar  root  jar  get  cache  files  <main-class>  class</main-class>  <job-tracker>  e  action  xml  <file>  ae  </file>  parse  xml  </job-tracker>  archive  get  file  system  archive  </name-node>  set  lib  files  archives  found  in  classpath  so  file.so  root  so  file.so  not  found  in  cache  job  conf  archive.tar  <archive>  <java>  assert  false  get  app  path  app  path  create  base  hadoop  conf  action  xml  root  so1  root  jar.jar  file  found  so1  distributed  cache  assert  true  root  so  files  in  classpath  close  get  name  node  uri  get  file  class  paths  root  archive.tar  c  </java>  xml  utils  root  so  file.so.1  to  uri  archives  in  cache  file  get  symlink  not  found  in  classpath  p  </archive>  get  cache  archives  equals  root  file  to  string  <name-node>  get  fs  test  case  dir  jar.jar  getjobtrackeruri  rootarchive  rootso  sofile.so.1  createcontext  setupactionconf  filesincache  testlibfilearchives  context  getpath  create  jar  rootjar  getcachefiles        <main-class>class</main-class>        <job-tracker>  eactionxml        <file>  ae  </file>    parsexml  </job-tracker>  archive  getfilesystem  archive   </name-node>  setlibfilesarchives   found in classpath  sofile.so  rootsofile.so   not found in cache  jobconf  archive.tar        <archive>  <java>  assertfalse  getapppath  apppath  createbasehadoopconf  actionxml  rootso1  rootjar.jar  file  found  so1  distributedcache  asserttrue  root  so  filesinclasspath  close  getnamenodeuri  getfileclasspaths  rootarchive.tar  c  </java>  xmlutils  rootsofile.so.1  touri  archivesincache  file   getsymlink   not found in classpath  p  </archive>    getcachearchives  equals  rootfile  tostring        <name-node>  getfstestcasedir  jar.jar',71,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,44,Flakey
'server  server  assert  false  check  response  conf  run  assert  client  get  call  retry  count  attach  a  listener  that  tracks  every  call  received  by  the  server.  addr  info  get  call  id  get  retry  count  rpc  kind  start  rpc  request  assert  equals  create  call  get  connect  address  call  caller  test  call  id  and  retry  net  utils  override  client  to  store  the  call  info  and  check  response  stop  header  server  server  assertfalse  checkresponse  conf  run  assert  client  getcallretrycount   attach a listener that tracks every call received by the server.  addr  info  getcallid  getretrycount  rpckind  start  rpcrequest  assertequals  createcall  getconnectaddress  call  caller  testcallidandretry  netutils   override client to store the call info and check response  stop  header',47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,20,Non_Flakey
'get  alert  percentage  workflow_  action  get  notification  msg  get  sla  id  ua  date  utils  get  parent  sla  id  get  upstream  apps  qc  bean  ee  ac  af  get  parent  client  id  an  es  ap  et  get  expected  end  get  alert  contact  get  alert  frequency  jd  get  event_id  get  app  type  nm  get  job  data  get  app  type  str  psi  get  user  get  se  contact  get  expected  start  get  job  status  str  sc  assert  true  si  started  pci  convert  date  to  timestamp  get  status  timestamp  get  expected  end  ts  get  qa  contact  get  app  name  st  set  gn  assert  equals  get  dev  contact  test  set  get  get  expected  start  ts  get  group  name  get  event  type  u  get  status  timestamp  ts  dc  getalertpercentage  workflow_action  getnotificationmsg  getslaid  ua  dateutils  getparentslaid  getupstreamapps  qc  bean  ee  ac  af  getparentclientid  an  es  ap  et  getexpectedend  getalertcontact  getalertfrequency  jd  getevent_id  getapptype  nm  getjobdata  getapptypestr  psi  getuser  getsecontact  getexpectedstart  getjobstatusstr  sc  asserttrue  si  started  pci  convertdatetotimestamp  getstatustimestamp  getexpectedendts  getqacontact  getappname  st  set  gn  assertequals  getdevcontact  testsetget  getexpectedstartts  getgroupname  geteventtype  u  getstatustimestampts  dc',30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,Flakey
