@relation _home_supun_Documents_wekafiles_Camel_case_final_cc_exc_long

@attribute tokens string
@attribute klass {Non_Flakey,Flakey}

@data
'timestamp2  test  3  failed   but  relax.  time  spent:  something  wrong!  test  4  got  exception  with  maxmum  retries!  something  wrong!  test  2  got  exception  with  maxmum  retries!  test  4  succeeded!  time  spent:  system  busy  test  assert  true  testing  dfs  client  random  waiting  on  busy  blocks.  timestamp  info  test  3  succeeded!  time  spent:  time  win  pass  sec.  log  threads  test  2  succeeded!  time  spent:  file  len  test  dfs  client  retries  on  busy  blocks  retries  warn  current  time  millis  test  1  failed   but  relax.  time  spent:  test  1  succeeded!  time  spent:  xcievers',Flakey
'assert  false  context  prim  boolean  param  create  verify  has  violations  invoke  prim  boolean  param  should  handle  null  mock  controller  validation',Non_Flakey
'get  job  tracker  uri  root  archive  root  so  so  file.so.1  create  context  setup  action  conf  files  in  cache  test  lib  file  archives  context  get  path  create  jar  root  jar  get  cache  files  <main-class>  class</main-class>  <job-tracker>  e  action  xml  <file>  ae  </file>  parse  xml  </job-tracker>  archive  get  file  system  archive  </name-node>  set  lib  files  archives  found  in  classpath  so  file.so  root  so  file.so  not  found  in  cache  job  conf  archive.tar  <archive>  <java>  assert  false  get  app  path  app  path  create  base  hadoop  conf  action  xml  root  so1  root  jar.jar  file  found  so1  distributed  cache  assert  true  root  so  files  in  classpath  close  get  name  node  uri  get  file  class  paths  root  archive.tar  c  </java>  xml  utils  root  so  file.so.1  to  uri  archives  in  cache  file  get  symlink  not  found  in  classpath  p  </archive>  get  cache  archives  equals  root  file  to  string  <name-node>  get  fs  test  case  dir  jar.jar',Flakey
'server  server  assert  false  check  response  conf  run  assert  client  get  call  retry  count  attach  a  listener  that  tracks  every  call  received  by  the  server.  addr  info  get  call  id  get  retry  count  rpc  kind  start  rpc  request  assert  equals  create  call  get  connect  address  call  caller  test  call  id  and  retry  net  utils  override  client  to  store  the  call  info  and  check  response  stop  header',Non_Flakey
'get  alert  percentage  workflow_  action  get  notification  msg  get  sla  id  ua  date  utils  get  parent  sla  id  get  upstream  apps  qc  bean  ee  ac  af  get  parent  client  id  an  es  ap  et  get  expected  end  get  alert  contact  get  alert  frequency  jd  get  event_id  get  app  type  nm  get  job  data  get  app  type  str  psi  get  user  get  se  contact  get  expected  start  get  job  status  str  sc  assert  true  si  started  pci  convert  date  to  timestamp  get  status  timestamp  get  expected  end  ts  get  qa  contact  get  app  name  st  set  gn  assert  equals  get  dev  contact  test  set  get  get  expected  start  ts  get  group  name  get  event  type  u  get  status  timestamp  ts  dc',Flakey
'do  nothing  get  name  get  proxy  could  not  connect  to  host  ha  service  state  error  throwing  proxy  when  test  failover  from  non  existant  service  with  fencer  not  on  creation  of  the  proxy.  verify  with  settings  close  default  answer  do  failover  svc2  common  configuration  keys  svc1  addr  svc1  do  return  don\'t  check  svc1  because  we  can\'t  reach  it   but  that\'s  ok   it\'s  been  fenced.  assert  equals  eq  any  non-existant  active  prevented  failover  gracefully  used  the  right  rpc  timeout  any  int  setup  fencer  fail  mockito  svc2  addr  extra  interfaces  mock  spy',Non_Flakey
'action  num  coordinator  job  test  coord  action  get  coord-action-get.xml  coordinator  action  get  id  job  clean  up  db  tables  add  record  to  coord  action  table  add  record  to  coord  job  table  _test  get  running  actions  count',Flakey
'filter  test  no  remote  host  1.1.1.1  test  request  destroy  http  servlet  response  init  filter',Non_Flakey
'should_dsl_update_codec_counter  codec_count  session  given  update  eq  uui  ds  uuid  when  select  codec_count  from  entity_complex_counters  where  id  =  where  id  is  not  null  actual  counter  with  codec_  incr  random  utils  manager  one  time  based  codec  count  next  long  assert  that  execute  and  uuid  =  get  long  then  long  from  base  table  counter  with  codec  dsl  is  equal  to',Flakey
'content  transferred:  50000000  bytes  failed  requests:  0  document  path:  /index.html  replace  core  matchers  equal  to  result  formatter  server  software:  test  server/1.1  protocol  version:  http/1.1  total  transferred:  62640000  bytes  transfer  rate:  17 997.02    kbytes/sec  received  assert  requests  per  second:  5 884.08  #/sec  (mean)  test  basics  server  port:  8080  http  version  results  localhost  time  per  request:  0.170  ms  (mean   across  all  concurrent  requests)  server  hostname:  localhost  standard  charsets  test  server/1.1  time  taken  for  tests:  3.399000  seconds  assert  that  buf  print  concurrency  level:  5  complete  requests:  20000  to  byte  array  kept  alive:  20000  name  document  length:  2924  bytes  /index.html  time  per  request:  0.850  ms  (mean)',Non_Flakey
'play  a  server  read  ascii  request  get  /?query  http/1.1  get  host  name  take  request  http://b/4361656  assert  equals  set  body  get  input  stream  url  url  contains  query  but  no  path  integer  enqueue  get  request  line  get  port  http  ?query  client  open',Flakey
'100110110110101001010101101001101101011010010101101101001010101011001101101010110010  010011010010101101101100101011010100100101001011010110100101010011011010110100101011  011011001010010110110100000  010110101011001011010100100101001010011011010101010010010010101101100101010100100100  101001010010110110100000  101010100110110101001001001011010100110101010010010010101101001101010100100100101010  001001010110010110101010010010010101001101101010101001001001011010100101101010010010  001010100101001001010110110010101001010010010101010011011010010100100101101010011010  100101010110101001101001001001010110110101001010010010010101010110100110100100100101  011011001010101010011011011010100110101011010011010101011001101011010101001101011010  011010010110100101001001011011010010101001010010010101011001011010010100100101101011  010110010101101101100101010101001101011011010011010101011001101010101001011011011010  101010100101101011011001011010101001101101010101001001001011010101001101010010010010  01101001101010101100110101010100101101101101001011010101100101101010010110110100000  000001001011011010110101001011010110100101101101101001010101011001011011010110010101  110101010011011010101010011011010110100101011010110010101101101100101010101001101011  101101011001010101101100101100101010110100110101011011001101010101001011010110110010  11001101010010110110100000  001001010010110110100101010010010100101010110010110100100101001011010110010101001001  100101001001010110100110101001010010010101011001101010010100100101101010100110100101  011010110100101001001001010101101101001010010010010101010101100110100100100101011010  001010100100100101010110110010101001001001010101010011011010010010010101101010011010  010101010110011010100100100101101010110010101001001001010110101100101010010010010101  abcdefghijklmnopqrstuvwxyz0123456789  000001001011011010101001001001011001101010101001010010010110101001011010010100100101  101001001001010100110101011010010010010101100110101010100100100101010010110101101001  010101101001011010100100100101101101001010101001001001010101100101101010010010010110  \00    !\"#$\%&\'()*+ -./0123456789:;<=>?  0000010010110110101010010010010100110101011011010100101101011010010110110110100101010  101101010011010100100100101101101010010101001001001010101101001101010010010010110101  100100100101010110100110101001001001010101011001101010010010010101101010100110100100  000001001011011010101001001001011001010101101001001001010110101001011010010010010101  101101001101010010010100101010110011010100100101001011010101001101001001010010101101  110101101010100110101101010011011011010100101010110100110110101101001010110110100101  do  test  101100101001001001010101101011001010010010010101010110110010100100100101011001010101  101100101001010010010101101011001010010100100101010110110010100101001001011001010101  010010010110010110101010010100100101001101101010101001001001010110110100101010010010  101100101010010110110100000  000001001011011010100110101101010010010100101101010010110100100101001010110100101101  101100101101101011001010101101100101010101001101101101010011010101101001101010101100  010010101101100101010010010100101010100110110100100101001011010100110101001001010010  001001010110101001101001010010010110110101001010010100100101010110100110100101001001  101001010010010100110101011010010100100101100110101010100101001001010010110101101001  extended  mode  blocks  @  abcdefghijklmnopqrstuvwxyz\\^_  010101100110110101011001010110101100101010110110010110010101011010011010101101100110  011010010110100100100101011011010010101001001001010101011001011010010010010101101011  test  encode  `abcdefghijklmnopqrstuvwxyz{|}~  011010110100101001010010010101101101001010010100100101010101100110100101001001011010',Non_Flakey
'test  coord  action  get  _  e  get  coord  conf  error  code  get  id  conf  app  path  set  error  code  resource  xml  name  action  xml  set  error  message  coord  pass  the  expected  values  coordinator  action  action  add  extra  attributes  for  action  action  num  pretty  print  xml  utils  error  message  x  data  test  case  add  record  to  coord  job  table  000  coordinator  job  _test  get  for  start  x  create  coord  action  coord-action-get.xml  insert  the  action  set  sla  xml  insert  record  coord  action  to  string  job  get  coord  action  xml  dummy  get  fs  test  case  dir',Flakey
'mock  res  init  mock  req  object  under  test  then  return  browser_  agent  csrf  has  not  been  sent  objects  to  verify  interactions  based  on  request  setup  the  configuration  settings  of  the  server  get  method  options  when  filter  config  get  header  filter  mock  chain  get  init  parameter  mockito  do  filter  test  missing  header  multiple  ignore  methods  config  good  request  mock  verify  get   options  rest  csrf  prevention  filter',Non_Flakey
'cluster  table_  name  create  table  assert  false  reach  in  and  set  minimum  server  count  admin  conf  create  and  disable  table  now  try  to  enable  the  table  thread  now  start  another  region  server  sleep  create  table  descriptor  assert  true  set  minimum  server  count  enable  table  sleep  a  bit  for  assignment  start  region  server  get  master  test  minimum  server  count  is  table  enabled  disable  table  get  server  manager  is  table  available',Flakey
'reader  skip  conf  key  x  create  scanner  error  on  handling  negative  length.  fs  get  bytes  test  failure  negative  length_2  path  fail  close  output  assert  get  len  get  file  status  scanner  lower  bound  close  open',Non_Flakey
'test  parser  wf-loop1-invalid.xml  wf-transition-invalid.xml  wf-schema-valid.xml  wf-loop2-invalid.xml  validate  and  parse  assert  equals  fail  io  utils  ex  wf-unsupported-action.xml  parser  get  error  code  get  resource  as  reader  error  code',Flakey
'postpone  response  get  and  increment  increasing  server  conf  send  response  executors  trigger  last  waiting  call  was  consumed  assert  make  sure  it  blocked  assert  not  null  time  unit  val  make  sure  it\'s  still  blocked  count  trigger  responses  get  connect  address  fail  future1  ex  future2  stop  address  exec  server  wait  submit  assert  false  waiting  calls  the  background  calls  should  still  be  blocked  get  client  use  only  1  handler  to  prove  it\'s  freed  after  every  call  unexpected  exception:  wait0  set  address  do  a  call  in  the  background  that  will  have  a  deferred  response  call  4:  send  response   expect  it  to  return  wait1  wait2  start  assert  equals  get  cur  call  new  cached  thread  pool  is  done  call  net  utils  deferred  call  wait  count  test  ipc  server  responder  ipc  shouldn\'t  have  responded  another  call  with  wait  count  of  2  test  defer  response  call  should  return  immediately',Non_Flakey
'parent  default  works  for  cat  cp  is  working  run  cmd  default  works  for  ls  run  bak  check  cp  :reptiles  check  put  du  works  on  remote  uri  path  tool  runner  -chown  -cat  test.build.data  /tmp  src  conf  name  dir  ret  hdfs:///furi  /tmp/chown  test  create  local  file  dst  conf  get  file  system  /  /furi  shell  put  is  working  herbivores  num  data  nodes  set  property  mkdirs  /hadoopdir  -chgrp  shutdown  get  uri  dfs_tmp_uri/  check  chown  check  for  rm  -r  dst  fs  -  r  check  for  ls  check  cat  reptiles  default  works  for  rm/rmr  src  cluster  argv  delete  system  file  -put  assert  true  test_  root_  dir  root  src  fs  -cp  /*  check  if  default  hdfs:///  works  -rmr  write  file  dst  cluster  check  du  get  property  -rmr  works  on  remote  uri  ls  works  on  remote  uri  assert  equals  set  conf  confirm  owner  cat  is  working  -ls  build  furi  test  uri  paths  exists  hdfs:///  to  string  test  dfs  shell  -du',Flakey
'get  parsed  type  parse  parameter  asdfasdf  is  matchers  assert  that  null  value  param1  0  000  -123  test  integer  param  parser  123  integer  param  parser  validation',Non_Flakey
'init  get  name  set  oozie.service.  proxy  user  service.proxyuser.foo.hosts  get  conf  oozie.service.  proxy  user  service.proxyuser.foo.groups  destroy  conf  *  services     as  list  services  fail  test  wrong  host  otherhost  string  utils  join  arrays',Flakey
'cache  no  implementation  for  ninja.cache.  cache  was  bound  e  then  return  ninja  constant  contains  string  get  injector  get  message  bootstrap  assert  that  cache  should  not  have  been  found  when  fail  ninja  mode  com.example.frameworkmodule  framework  module  skips  ninja  classic  module  ninja  properties  impl  mockito  get  get  instance  boot  spy',Non_Flakey
'add  record  to  bundle  action  table  get  current  dateafter  incrementing  in  months  get  id  run  date  utils  get  status  parse  date  oozie  tz  bundle  job  assert  not  null  get  end  current  date  plus  month  job  bundle  wait  for  test  bundle  status  transit  service  killed1  add  record  to  bundle  job  table  bundle  id  start  assert  equals  x  data  test  case  execute  add  record  to  coord  job  table  with  bundle  call  services  coordinator  job  runnable  action1  action2  jpa  service  evaluate',Flakey
'localhost  localhost:123  compare  net  utils  create  socket  addr  for  host  localhost:  run  good  cases  test  good  hosts  and  ports',Non_Flakey
'date  not  eq  all  should_delete_with_not_equal_condition  script  executor  session  given  simple  with  lwt  result  listener  eq  delete  select  *  from  simple  where  id  =  as  list  lwt  result  listener  when  of  get  where  id  get  and  set  row  table  execute  script  template  on  error  random  utils  manager  all  columns_  from  base  table  one  next  long  assert  that  execute  simple  entity/insert_single_row.cql  immutable  map  if_  consistency  list  is  true  success  then  is  null  long  build  date  key  arrays  dsl  on  success',Flakey
'uri  authority  assert  somehost:1234  user@somehost  somehost  somehost:8080  create  some  host:8080  assert  equals  test  create  from  string  user',Non_Flakey
'upload  file  get  server  address  upload  finish  ninja  test  browser  let\'s  upload  a  simple  txt  file...  result  test  that  upload  works  contains  file  assert  true  let\'s  see  if  that  has  worked...  test_for_upload.txt  src/test/resources/test_for_upload.txt',Flakey
'test  root  dir  http://  conn  proxy  users  user  a  cannot  impersonate  user  c   it  fails.  servlet  test  authentication  with  proxy  user  conf  hadoop.proxyuser.user  a.groups  create  http  server  to  test.  setup  logs  dir  assert  jmx  server  url  group  c  get  spengo  conf  logs  group  b  group  a  user  group  information  signer  create  user  for  testing  open  connection  stacks  *  setup  auth  token  for  user  a  /  stop  set  property  get  encrypted  auth  token  user  a  group  a  spengo  conf  user  a  impersonates  user  b   it\'s  allowed.  hadoop.log.dir  setup  user  group  get  signer  to  encrypt  refresh  super  user  groups  configuration  only  user  a  has  the  access.  set  acl  user  b  cannot  access  these  servlets.  system  make  user  a  impersonate  users  in  group  b  auth  url  get  host  port  string  get  connector  address  http  url  connection  log  level  get  signer  to  encrypt  token  get  common  builder  setup  token  for  user  b  hadoop.proxyuser.user  a.hosts  set  get  absolute  path  the  default  authenticator  is  kerberos.  start  http  server  assert  equals  ?do  as=user  c  ?do  as=user  b  set  conf  token  user  a  user  b  net  utils  build  get  response  code  user  c',Non_Flakey
'cluster  file_  size  test  multiple  files  smaller  than  one  block  conf  dir  /test  create  file  wait  active  webhdfsuri=  check  content  summary  get  ns  quota  exceeded  quota  ://  web  hdfs  file  system  /test/test  dfs  config  keys  invalid  space  consumed  192kb  quota  now  check  that  trying  to  create  another  file  violates  the  quota  get  file  system  get  default  block  size  set  int  get  name  node  nn  addr  default  namespace  quota  expected  as  long  max.  but  the  value  is  :  num  data  nodes  mkdirs  -set  space  quota  long  should  account  for  all  59  files  (almost  quota_  size)  shutdown  /test/test59  quota_  size  test  for  deafult  name  space  quota  block_  size  admin  fs  wait  replication  system  file  assert  true  get  run  command  get  space  consumed  dfs  test  util  the  last  block:  (58  *  3  *  1024)  (3  *  6  *  1024)  =  192kb  c  ns  quota  get  content  summary  webhdfs  assert  equals  quota  not  exceeded  integer  build  webhdfsuri  amount  used  as  calculated  by  i  node#space  consumed  in  tree.  to  string  fs  image  test  util  set  boolean  get  namesystem',Flakey
'yak  dingo  get  name  dst  src  conf  delete  fail  assert  true  test_  root_  dir  tmp  mkdirs  file  sys  exists  test  copy  copy  failed  to  detect  existing  dir  write  file  file  util',Non_Flakey
'call  h3#heading  {  font-size:  modular-scale(14px   1   1.618);  }  process  task  e  should  be  thread  safe  wro  test  utils  run  concurrently  processor',Flakey
'set  key  manager  factory  is  factory  created  set  key  store  factory  bean  create  context  set  trust  manager  factory  verifying  that  ssl  is  configured  properly  key_  store_  message_  pattern  trust_  store_  message_  pattern  secure  random  key  manager  factory  assert  true  assert  not  null  set  secure  random  context  trust  manager  factory  set  trust  store  ssl_  configuration_  message_  pattern  is  key  store  created  secure_  random_  message_  pattern  test  create  context  has  info  matching  key  store  trust_  manager_  factory_  message_  pattern  trust  store  is  secure  random  created  key_  manager_  factory_  message_  pattern',Non_Flakey
'src/test/resources/tmp2.png  f1  f2  delete  src/test/resources/graph  wf.xml  image  io  not  a  valid  png:  my  test  app  assert  assert  true  assert  not  null  src/test/resources/tmp1.png  set  id  test  write  png1  png2  write  set  app  name  read  e  io  g  length  get  message  fail  src/test/resources/invalid  graph  wf.xml  json  wf  job  my  test  id  read  file  write  png  failed  for  invalid  graph  wf.xml:  write  png  failed  for  graph  wf.xml:  check  if  a  valid  file  was  written  src/test/resources/invalid.png',Flakey
'mock  res  init  mock  req  verify  zero  interactions  object  under  test  then  return  browser_  agent  test  missing  header  no  methods  to  ignore  config  bad  request  csrf  has  not  been  sent  objects  to  verify  interactions  based  on  request  setup  the  configuration  settings  of  the  server  get  method  when  filter  config  get  header  filter  mock  chain  get  init  parameter  mockito  do  filter  get  mock  rest  csrf  prevention  filter',Non_Flakey
'be  equal  assert  false  equal  assert  true  get  join  jms  context  jms  props  session4  session3  session2  get  conf  print  stack  trace  session1  e  create  connection  context  create  thread  local  session  start  assert  equals  services  services  conn  info  th  equals  test  thread  local  session  jms  job  event  listener  session',Flakey
'get  and  advance  current  index  is  one  test  default  pattern  mux  of  size  2:  0  0  1  0  0  1  0  0  1   etc  mux  of  size  1:  0  0  0  0  0   etc  size  3:  4x0  2x1  1x2   etc  assert  that  mux  size  4:  8x0  4x1  2x2  1x3  is  zero  is  equal  to',Non_Flakey
'fail  expected  timeout  e  test  redirect  connect  timeout  connect  timed  out  start  single  temporary  redirect  response  thread  get  message  test_  timeout  assert  equals  get  file  checksum  /file  fs',Flakey
'test  class  loader  other  assert  true  conf  get  class  loader  set  quiet  mode  set  class  loader',Non_Flakey
'<execution>  lifo</execution>  </controls>  <datasets>  test  job  methods  local  oozie  conf  xmlns=\"uri:oozie:coordinator:0.1\">  <controls>  <timeout>10</timeout>  <concurrency>1</concurrency>  run  </input-events>  <app-path>hdfs:///tmp/workflows/</app-path>  </property></configuration>  </workflow>  </action>  </coordinator-app>  get  coord  client  file://  get  test  case  dir  <coordinator-app  name=\"  name\"  frequency=\"${coord:minutes(20)}\"  <output-events>  <data-out  name=\"  local_  a\"  dataset=\"local_a\">  timezone=\"  utc\">  <uri-template>file:///tmp/coord/workflows/${  year}/${  day}</uri-template>  </dataset>  suspend  <configuration>  <property>  <name>input  a</name>  <value>${coord:data  in(\'  a\')}</value>  </property>  list  name  oozie  client  job  id  size  </datasets>  <input-events>  set  property  create  configuration  job  file  start=\"2009-02-01  t01:00  z\"  end=\"2009-02-03  t23:59  z\"  timezone=\"  utc\"  submit  get  coord  jobs  info  app  path  write  to  file  app  xml  job  id0  just  in  case   check  that  there  are  no  coord  job  records  left  by  previous  tests:  <property>  <name>input  b</name>  <value>${coord:data  out(\'  local_  a\')}</value>  get  coord  job  info  client  <instance>${coord:current(-1)}</instance>  </data-out>  </output-events>  <action>  <workflow>  <dataset  name=\"local_a\"  frequency=\"${coord:minutes(20)}\"  initial-instance=\"2009-02-01  t01:00  z\"  <dataset  name=\"a\"  frequency=\"${coord:minutes(20)}\"  initial-instance=\"2009-02-01  t01:00  z\"  resume  coordinator.xml  get  app  name  app  name  assert  equals  kill  list0  <data-in  name=\"  a\"  dataset=\"a\">  <instance>${coord:latest(0)}</instance>  </data-in>',Flakey
'get  bytes  transferred  testfile  more  stuff;  and  a  lot  more  stuff  rw  standard  charsets  assert  false  channel  bytes  read  create  temp  file  assert  equals  decoder  test  coding  beyond  content  limit  file  stuff;  transfer  assert  inbuf  get  channel  assert  true  metrics  close  fchannel  is  completed',Non_Flakey
'var-app-name  check  coord  jobs  </dataset>  </configuration>  test  basic  submit  with  include  file  include  path  conf  <action>  file:///tmp/include_xml/workflows/${  year}/${  day}  end=\"2009-02-03  t23:59  z\"  timezone=\"  utc\"  xmlns=\"uri:oozie:coordinator:0.2\">  <controls>  </input-events>  <app-path>hdfs:///tmp/workflows/</app-path>  uri_  template_  include_  xml  </datasets>  <data-in>  should  be  2.  one  from  coordinator.xml  and  the  other  from  the  include  file  assert  not  null  file://  get  test  case  dir  unit_  testing  processed  job  xml  </include>  <dataset  name=\"  b\"  frequency=\"${coord:days(7)}\"  initial-instance=\"2009-02-01  t01:00  z\"  timezone=\"  utc\">  </uri-template>  get  child  parse  xml  unchecked  <execution>  lifo</execution>  data-in  uri_  template_  coord_  xml  oozie  client  job  id  get  children  size  <property>  <name>input  a</name>  <value>${coord:data  in(\'input  b\')}</value>  </property>  get  namespace  <workflow>  -  c  <input-events>  datain  elements  </workflow>  <include>  </coordinator-app>  </controls>  job  file  <data-in  name=\"input  b\"  dataset=\"  b\">  <instance>${coord:latest(0)}</instance>  </data-in>  <dataset  name=\"  a\"  frequency=\"${coord:days(7)}\"  initial-instance=\"2009-02-01  t01:00  z\"  timezone=\"  utc\">  <coordinator-app  name=\"${app  name}-foo\"  frequency=\"${coord:days(1)}\"  start=\"2009-02-01  t01:00  z\"  app  path  substring  include1.xml  sc  write  to  file  app  xml  get  job  xml  uri-template  </action>  assert  true  get  include  xml  coordinator.xml  set  xml  utils  <datasets>  <data-in  name=\"input  a\"  dataset=\"  a\">  <instance>${coord:latest(0)}</instance>  </data-in>  app  name  length  <uri-template>  assert  equals  <configuration>  file:///tmp/coord_xml/workflows/${  year}/${  day}  input-events  call  get  child  text  get  test  user  namespace  dataset',Flakey
'docheck  validation  failed  regex  validate  jsr303  with  optional  validation  with  optional  failed  regex  length  build  dto  context  regex!!!',Non_Flakey
'get  build  info  end_  points  get  property  is_  security_  enabled  get  context  url  oozie  url  assert  equals  wc  call  test  client  build  version  build  info  servlet_  classes  run  test  get  client  build  version',Flakey
'test  sub  package  controller  get  request  core  matchers  equal  to  assert  that  make  request  url  sub  get  works.  path  assert  response  get  test  server  url  /sub/get',Non_Flakey
