,position,token,information_gain,total_ocurences,total_flaky_occurences,total_nonflaky_occurences
230,230,trace,0.009718227538444226,98,81,17
231,231,assertequals,0.009706614091202659,1512,849,663
232,232,resource,0.009595644389140224,107,73,34
233,233,<configuration>,0.009516969475545192,50,48,2
234,234,2009-02-01t01,0.009486671835357518,38,38,0
235,235,-oozie,0.009486671835357507,38,38,0
236,236,getresourceasreader,0.009486671835357507,38,38,0
237,237,ninjaproperties,0.009486671835357507,38,0,38
238,238,},0.009465493545733741,66,58,8
239,239,eval,0.009415253783010061,44,43,1
240,240,response,0.009398957727772906,229,114,115
241,241,build,0.009377598563124548,259,181,78
242,242,have,0.009328459393656566,183,86,97
243,243,reader,0.009321768955660378,80,49,31
244,244,job1,0.009234605166626103,37,37,0
245,245,jms,0.0092346051666261,37,37,0
246,246,</job-tracker>,0.009234605166626095,37,37,0
247,247,<job-tracker>,0.009234605166626095,37,37,0
248,248,<name-node>,0.009234605166626095,37,37,0
249,249,actionid,0.009234605166626095,37,37,0
250,250,createurl,0.009234605166626095,37,37,0
251,251,dsl,0.009234605166626095,37,37,0
252,252,entity/insert_single_row,0.009234605166626095,37,37,0
253,253,simpleentity/insert_single_row,0.009234605166626095,37,37,0
254,254,</name-node>,0.009234605166626081,37,37,0
255,255,months,0.009225324699142116,37,36,1
256,256,provider,0.009120409394223906,87,15,72
257,257,groups,0.009096915398508187,51,19,32
258,258,byte,0.009037367718722628,114,22,92
259,259,printstacktrace,0.009019370531061641,92,78,14
260,260,bytes,0.008988118261353529,213,82,131
261,261,argumentmatchers,0.008982670879687696,36,0,36
262,262,getnamenode,0.008982670879687696,36,36,0
263,263,instance,0.008981106136828256,190,138,52
264,264,simple,0.008948203855014023,109,75,34
265,265,month,0.008846132635673012,42,41,1
266,266,invoke,0.008768964159095612,73,27,46
267,267,file1,0.008767850624965032,54,49,5
268,268,h,0.008731945585244146,92,72,20
269,269,actionnum,0.00873086882983988,35,35,0
270,270,codectestutils,0.00873086882983988,35,0,35
271,271,dfstestutil,0.00873086882983988,35,35,0
272,272,request,0.008714689652956676,265,111,154
273,273,createfile,0.008676074075866923,73,63,10
274,274,long_keyword,0.008644282480495862,219,145,74
275,275,launcher,0.008602860015671003,46,42,4
276,276,succeeded,0.00857946163871897,50,47,3
277,277,process,0.008563519192912032,73,13,60
278,278,next,0.0084962263833866,175,122,53
279,279,immutable,0.0084955771672179,62,56,6
280,280,cookie,0.008492408157946094,43,6,37
281,281,exception,0.008490677998666572,305,136,169
282,282,currentdateplusmonth,0.008479198872626506,34,34,0
283,283,dateafter,0.008479198872626506,34,34,0
284,284,evalandwrap,0.008479198872626506,34,34,0
285,285,getcurrentdateafterincrementinginmonths,0.008479198872626506,34,34,0
286,286,incrementing,0.008479198872626506,34,34,0
287,287,any,0.008440670646881716,133,36,97
288,288,sleep,0.008420384977707685,186,128,58
289,289,list,0.00841715656779594,325,210,115
290,290,\,0.00839032490836161,208,139,69
291,291,content-type,0.00833302365859612,37,36,1
292,292,result,0.008289501897558733,163,50,113
293,293,thrown,0.008280364194744401,71,10,61
294,294,0000000-,0.008227660863836854,33,33,0
295,295,coordjobgetcmd,0.008227660863836854,33,33,0
296,296,mockcontroller,0.008227660863836854,33,0,33
297,297,param1,0.008227660863836854,33,0,33
298,298,topic,0.008227660863836854,33,33,0
299,299,two,0.008198967250992822,87,70,17
300,300,hdfs,0.008093744338421138,57,50,7
301,301,message,0.00808894900339916,209,127,82
302,302,ninja,0.008071297287666365,73,13,60
303,303,property,0.008066031542600195,197,131,66
304,304,options,0.008028130057617322,44,4,40
305,305,child,0.00800304882579397,55,47,8
306,306,times,0.007996101006493674,90,17,73
307,307,sla,0.007976254659505445,32,32,0
308,308,namesystem,0.007976254659505442,32,32,0
309,309,interactions,0.00797625465950544,32,0,32
310,310,command,0.007975036647914616,72,60,12
311,311,namenode,0.007968277678109512,32,31,1
312,312,peer,0.007941516505613009,32,27,5
313,313,random,0.00786092531739529,113,81,32
314,314,factory,0.007855517550727942,79,19,60
315,315,when,0.007845665491069641,358,126,232
316,316,copycharstream,0.007724980115907852,31,31,0
317,317,frombasetable,0.007724980115907852,31,31,0
318,318,getappname,0.007724980115907852,31,31,0
319,319,getnamesystem,0.007724980115907852,31,31,0
320,320,datain,0.007724980115907846,31,31,0
321,321,localoozie,0.007724980115907846,31,31,0
322,322,getbytes,0.007689325485439748,82,13,69
323,323,enqueue,0.007588910268028492,39,35,4
324,324,0,0.007558205703993308,204,116,88
325,325,dependency,0.007557708243005785,36,35,1
326,326,purged,0.007473878833202275,32,31,1
327,327,constant,0.007473837089570058,30,0,30
328,328,job2,0.007473837089570058,30,30,0
329,329,commonconfigurationkeys,0.007473837089570057,30,0,30
330,330,jobconf,0.007473837089570057,30,30,0
331,331,wfjob,0.007473837089570057,30,30,0
332,332,so,0.007443498496268392,96,44,52
333,333,mkdirs,0.007434046660491456,109,86,23
334,334,delete,0.0073344048661901935,180,122,58
335,335,token,0.007312541011027687,122,45,77
336,336,commit,0.007222864416091147,31,30,1
337,337,geturl,0.007222825437256705,29,29,0
338,338,outbuf,0.007222825437256699,29,0,29
339,339,lib,0.007215628266805924,29,28,1
340,340,event,0.007150148853499025,79,60,19
341,341,controller,0.007115797257488566,44,3,41
342,342,setrequestmethod,0.007102665137772493,35,34,1
343,343,int_keyword,0.007078975154394497,349,212,137
344,344,e,0.007050939842979483,252,166,86
345,345,tablename,0.0069719450159750635,28,28,0
346,346,dependencies,0.006971945015975063,28,28,0
347,347,cat,0.006971945015975061,28,28,0
348,348,z\,0.00697194501597506,28,28,0
349,349,frequency=\,0.006971945015975058,28,28,0
350,350,t00,0.006971945015975058,28,28,0
351,351,<worklfow-app/>,0.006971945015975055,28,28,0
352,352,coding,0.006971945015975055,28,0,28
353,353,ninjaconstant,0.006971945015975055,28,0,28
354,354,setbody,0.006971945015975055,28,28,0
355,355,unit_,0.006971945015975055,28,28,0
356,356,-,0.006955319991033571,109,64,45
357,357,<property>,0.006937660586405773,39,37,2
358,358,endtime,0.006916680689041935,39,36,3
359,359,</property>,0.0069064257757309915,39,37,2
360,360,re,0.006845325509579149,47,41,6
361,361,encoder,0.006816224197116298,37,2,35
362,362,close,0.006796719213176952,344,210,134
363,363,default,0.006793872585637017,213,85,128
364,364,common,0.006782853712256871,57,7,50
365,365,decode,0.006768652245935399,33,1,32
366,366,crud,0.006721195682976647,27,27,0
367,367,unit_testing,0.006721195682976647,27,27,0
368,368,nominal,0.006721195682976646,27,27,0
369,369,/>,0.006721195682976643,27,27,0
370,370,transferred,0.006721195682976643,27,0,27
371,371,timezone=\,0.0067211956829766415,27,27,0
372,372,utc\,0.0067211956829766415,27,27,0
373,373,year}/${,0.0067211956829766415,27,27,0
374,374,spy,0.006707499516000914,45,7,38
375,375,days,0.006701815895625566,37,31,6
376,376,pause,0.0066841337086735895,35,33,2
377,377,starttime,0.006673775397919834,38,36,2
378,378,template,0.006637298368586716,65,54,11
379,379,accept,0.006610694716369438,57,32,25
380,380,stream,0.006610039179482489,239,130,109
381,381,length,0.006551250649047582,142,40,102
382,382,append,0.0065129519675517535,124,43,81
383,383,00z\,0.006470577295755176,26,26,0
384,384,<coordinator-app,0.0064705772957551755,26,26,0
385,385,end=\,0.0064705772957551755,26,26,0
386,386,getbytestransferred,0.0064705772957551755,26,0,26
387,387,start=\,0.0064705772957551755,26,26,0
388,388,wc,0.0064705772957551755,26,26,0
389,389,family,0.006470577295755169,26,26,0
390,390,</configuration>,0.0064417787487178945,37,35,2
391,391,finally_keyword,0.006431564903655985,349,211,138
392,392,and,0.006345520686925624,478,278,200
393,393,replication,0.006276036932031085,38,34,4
394,394,encode,0.006263163958819653,43,4,39
395,395,parsed,0.006251517263525668,29,1,28
396,396,getjob,0.0062200897120412305,25,25,0
397,397,inbuf,0.0062200897120412305,25,0,25
398,398,</action>,0.00622008971204123,25,25,0
399,399,<app-path>hdfs,0.00622008971204123,25,25,0
400,400,dat,0.00622008971204123,25,25,0
401,401,launchermapper,0.00622008971204123,25,25,0
402,402,killed,0.006220089712041223,25,25,0
403,403,ioutils,0.006188381113632218,86,69,17
404,404,tobytes,0.006178700171558714,31,30,1
405,405,io,0.00615595756600412,143,83,60
406,406,assertsame,0.006141770433189952,31,1,30
407,407,getentity,0.006141770433189952,31,1,30
408,408,mode,0.006141467575804329,76,20,56
409,409,param,0.006109082860339816,52,9,43
410,410,datanodes,0.006100782411038816,32,30,2
411,411,region,0.006100782411038814,32,30,2
412,412,validation,0.006096210480483997,37,4,33
413,413,engine,0.006036619901684867,111,82,29
414,414,waiting,0.0060341402385920085,56,47,9
415,415,write,0.006006263729475721,328,201,127
416,416,createcontext,0.0059798662737711,35,33,2
417,417,plus,0.0059798662737711,35,33,2
418,418,</coordinator-app>,0.005969732789813248,24,24,0
419,419,</workflow>,0.005969732789813248,24,24,0
420,420,<action>,0.005969732789813248,24,24,0
421,421,<workflow>,0.005969732789813248,24,24,0
422,422,123,0.005969732789813247,24,0,24
423,423,kp,0.0059697327898132445,24,0,24
424,424,dataset=\,0.005969732789813241,24,24,0
425,425,subworkflow,0.00596973278981324,24,24,0
426,426,ssl,0.005912327505542559,27,1,26
427,427,buffer,0.005910262506096293,118,31,87
428,428,content,0.005900315691314531,134,38,96
429,429,name,0.005871727871336124,606,349,257
430,430,openconnection,0.005822631463282645,53,46,7
431,431,is,0.005811940341271509,736,358,378
432,432,f,0.005784174666856046,73,52,21
433,433,log,0.005744516045839919,195,119,76
434,434,cache,0.005740759654029591,66,31,35
435,435,contains,0.005733754237707439,306,190,116
436,436,zero,0.005732192196719536,33,4,29
437,437,logging,0.005719506387279758,23,0,23
438,438,replicas,0.005719506387279758,23,23,0
439,439,framework,0.005719506387279757,23,0,23
440,440,path=\,0.005719506387279757,23,23,0
441,441,/workflow,0.005719506387279756,23,23,0
442,442,</java>,0.005719506387279756,23,23,0
443,443,<java>,0.005719506387279756,23,23,0
444,444,<main-class>,0.005719506387279756,23,23,0
445,445,<name>input,0.005719506387279756,23,23,0
446,446,59z,0.005719506387279754,23,23,0
447,447,<dataset,0.005719506387279754,23,23,0
448,448,initial-instance=\,0.005719506387279754,23,23,0
449,449,dump,0.005697371815540165,33,4,29
450,450,open,0.005693344932445021,141,97,44
451,451,corematchers,0.005664325561847991,29,1,28
452,452,json,0.005650376803129756,66,50,16
453,453,recovery,0.005639566909402664,27,26,1
454,454,sub,0.005596882354204877,41,35,6
455,455,copy,0.005591216020489334,74,53,21
456,456,a\,0.005586333650374465,36,30,6
457,457,successful,0.005565139548352517,44,38,6
458,458,builder,0.005532728688149828,56,9,47
459,459,tracker,0.005498848255221571,57,47,10
460,460,*,0.005495532301439336,151,104,47
461,461,decoder,0.005482509200774473,28,1,27
462,462,local_,0.005470767844676658,31,29,2
463,463,dataout,0.00546941036289744,22,22,0
464,464,schema,0.005469410362897437,22,22,0
465,465,<controls>,0.005469410362897435,22,22,0
466,466,action3,0.005469410362897435,22,22,0
467,467,line,0.005444440228047336,59,14,45
468,468,secret,0.005418722919306068,35,5,30
469,469,args,0.005397309401636941,77,56,21
470,470,authentication,0.005396043650171615,53,8,45
471,471,bulk,0.005389207703439758,26,25,1
472,472,if_keyword,0.005386513051608213,238,154,84
473,473,blocks,0.005382701993239622,45,38,7
474,474,gettime,0.00535064482063792,84,66,18
475,475,server,0.005330498432523892,275,135,140
476,476,convert,0.005253892798233249,30,7,23
477,477,sc,0.005232019237530788,27,26,1
478,478,jar,0.0052285028289221535,37,32,5
479,479,startswith,0.005222712408652843,50,43,7
480,480,<uri-template>file,0.005219444575357982,21,21,0
481,481,suspend,0.005219444575357981,21,21,0
482,482,optional,0.00521944457535798,21,0,21
483,483,type_,0.00521944457535798,21,21,0
484,484,partition,0.005219444575357979,21,21,0
485,485,replica,0.005219444575357979,21,21,0
486,486,local_a\,0.005219444575357978,21,21,0
487,487,<data-in,0.005219444575357977,21,21,0
488,488,private,0.005219444575357977,21,0,21
489,489,</controls>,0.005219444575357973,21,21,0
490,490,coord-rerun-action1,0.005219444575357973,21,21,0
491,491,queueservice,0.005219444575357973,21,21,0
492,492,filepath,0.0052171552106498684,27,26,1
493,493,ping,0.005196377838145005,21,15,6
494,494,isnotnull,0.005189166016568554,27,26,1
495,495,b,0.005166597430733213,152,94,58
496,496,expect,0.005152559122077535,46,10,36
497,497,all,0.0051395057142524705,209,130,79
498,498,1\,0.00508955419322713,31,29,2
499,499,starts,0.005084043954667066,55,44,11
500,500,timeout,0.005060948702794848,118,47,71
501,501,body,0.004975733359210067,62,38,24
502,502,empty,0.004973714121234152,138,49,89
503,503,/stuff,0.004969608883591125,20,0,20
504,504,</dataset>,0.0049696088835911225,20,20,0
505,505,fork,0.0049696088835911225,20,20,0
506,506,<instance>${coord,0.004969608883591121,20,20,0
507,507,}</instance>,0.004969608883591121,20,20,0
508,508,prepare,0.004968911287391701,45,31,14
509,509,10,0.00495878639838311,63,14,49
510,510,scope,0.004946294270130176,20,13,7
511,511,properties,0.0049332629503751,97,31,66
512,512,adapter,0.004917898044979509,30,10,20
513,513,namespace,0.004911673806642822,23,22,1
514,514,throw,0.004862477336261688,85,32,53
515,515,true,0.004860971710222433,852,474,378
516,516,illegal,0.004841500865781086,29,3,26
517,517,do,0.0048383368035747635,217,75,142
518,518,a,0.004833963696289211,557,297,260
519,519,getresponsecode,0.004829162439275923,48,41,7
520,520,store,0.00477433747221966,70,40,30
521,521,handle,0.0047659998663221416,36,15,21
522,522,contenttype,0.00476315832401899,25,1,24
523,523,example,0.004762585333286483,28,2,26
524,524,/test,0.004748469733321467,39,34,5
525,525,latest,0.004737175336339555,28,26,2
526,526,external,0.0047231120366391845,51,41,10
527,527,nn,0.004719919757961271,21,20,1
528,528,///tmp/workflows/</app-path>,0.004719903146766298,19,19,0
529,529,</data-in>,0.004719903146766298,19,19,0
530,530,</datasets>,0.004719903146766298,19,19,0
531,531,</input-events>,0.004719903146766298,19,19,0
532,532,<datasets>,0.004719903146766298,19,19,0
533,533,<input-events>,0.004719903146766298,19,19,0
534,534,spdy3,0.004719903146766298,19,19,0
535,535,<value>${coord,0.004719903146766293,19,19,0
536,536,deps,0.004719903146766293,19,19,0
537,537,}</value>,0.004719903146766293,19,19,0
538,538,android,0.004719903146766292,19,19,0
539,539,chain,0.004717935448167439,29,3,26
540,540,hadoop,0.004717082939294673,66,38,28
541,541,base,0.004712851402771078,115,82,33
542,542,false,0.004710794893012709,376,184,192
543,543,variable,0.004703724910994803,40,31,9
544,544,thread,0.004655965973830168,200,114,86
545,545,socket,0.0046221491212125355,55,14,41
546,546,password,0.004607503203234757,26,2,24
547,547,pending,0.004603114379730304,48,39,9
548,548,parent,0.00458450795579691,67,49,18
549,549,creation,0.004522715327587691,46,38,8
550,550,flush,0.004515799359340857,80,28,52
551,551,parameter,0.00451475455820653,86,23,63
552,552,windows,0.004499915144251683,22,1,21
553,553,consumer,0.004483506227093922,22,17,5
554,554,evaluator,0.004470327224285909,18,18,0
555,555,}\,0.004470327224285909,18,18,0
556,556,hflush,0.004470327224285908,18,18,0
557,557,abc\,0.004470327224285907,18,18,0
558,558,//hcat,0.004470327224285906,18,18,0
559,559,banana,0.0044703272242859055,18,18,0
560,560,consume,0.0044518937699290365,18,6,12
561,561,complete,0.004436393041214197,42,32,10
562,562,the,0.004417252333939083,629,337,292
563,563,writer,0.004376281143235114,92,57,35
564,564,was,0.004341920119863522,64,48,16
565,565,somehost,0.004336522517520113,23,1,22
566,566,scan,0.004335539036017754,26,22,4
567,567,utc,0.004322017562322527,21,20,1
568,568,corrupt,0.004313303449596509,21,18,3
569,569,lock,0.004300647236208421,43,29,14
570,570,root,0.004299136583797927,59,32,27
571,571,https,0.004257407883350908,30,3,27
572,572,tmp,0.00425331506278166,31,4,27
573,573,admin,0.004241670567692877,29,25,4
574,574,impl,0.004221990087158966,46,8,38
575,575,@1,0.004220880975794962,17,17,0
576,576,advance,0.0042208809757949585,17,0,17
577,577,syn,0.004220880975794958,17,17,0
578,578,dataset,0.004220880975794956,17,17,0
579,579,reduce,0.004220880975794956,17,17,0
580,580,rows,0.004193229783571042,25,23,2
581,581,getheaderfield,0.004188380088903739,31,28,3
582,582,substring,0.004188107405653299,27,24,3
583,583,generictestutils,0.004167254350705859,38,5,33
584,584,expected,0.00415545301429269,300,167,133
585,585,scanner,0.004147809818591684,25,19,6
586,586,aslist,0.004131610072301076,141,98,43
587,587,-1,0.004115731020202004,36,30,6
588,588,events,0.0041085089574581235,27,24,3
589,589,shell,0.004097084610656417,46,17,29
590,590,mapping,0.004086396287995322,33,4,29
591,591,queue,0.004082981680544162,66,45,21
592,592,foo,0.0040800056313457225,93,38,55
593,593,mr,0.004054964204182889,21,20,1
594,594,field,0.004049202001765509,46,33,13
595,595,object,0.004033379437438062,36,12,24
596,596,files,0.004021704552218295,85,51,34
597,597,equal,0.004015862288292184,113,33,80
598,598,of,0.003984604859725832,420,216,204
599,599,_,0.003971576015427818,18,17,1
600,600,<concurrency>2</concurrency>,0.00397156426116942,16,16,0
601,601,<delete,0.00397156426116942,16,16,0
602,602,trx,0.00397156426116942,16,16,0
