,position,token,information_gain,total_ocurences,total_flaky_occurences,total_nonflaky_occurences
313,313,bindingname,0.0,3,3,0
314,314,bindingtype,0.0,1,1,0
315,315,bindlist,0.0,2,2,0
316,316,bindlistwithcontinuations,0.0,2,2,0
317,317,bindobject,0.0,4,4,0
318,318,blah,0.0,1,1,0
319,319,blahh,0.0,1,1,0
320,320,blockuntilconnected,0.0,1,1,0
321,321,bob,0.0,1,1,0
322,322,bob@example,0.0,1,1,0
323,323,body,0.0,9,9,0
324,324,bodycodec,0.0,2,2,0
325,325,both,0.0,1,1,0
326,326,boxed,0.0,1,1,0
327,327,broadcast,0.0,1,1,0
328,328,builder,0.0,2,2,0
329,329,buildnavmeshtile,0.0,1,1,0
330,330,but,0.0,2,2,0
331,331,bvt,0.0,2,2,0
332,332,by,0.0,4,4,0
333,333,bytebuffer,0.0,1,1,0
334,334,byteorder,0.0,1,1,0
335,335,bytes,0.0,2,2,0
336,336,c,0.0,2,2,0
337,337,cache,0.0,2,2,0
338,338,cachemanager,0.0,1,1,0
339,339,call,0.0,6,6,0
340,340,callback,0.0,3,3,0
341,341,callbackhandler,0.0,2,2,0
342,342,callbacks,0.0,1,1,0
343,343,called,0.0,4,4,0
344,344,calling,0.0,1,1,0
345,345,callme,0.0,1,1,0
346,346,calls,0.0,3,3,0
347,347,can,0.0,2,2,0
348,348,cancel,0.0,2,2,0
349,349,canceldoesnotdispose,0.0,1,1,0
350,350,canhandlefragmentedmessagereceived,0.0,1,1,0
351,351,canhandleunfragmentedmessagereceived,0.0,1,1,0
352,352,capture,0.0,2,2,0
353,353,cast,0.0,3,3,0
354,354,cause,0.0,1,1,0
355,355,ccompatibility,0.0,1,1,0
356,356,ccreatestandalonetaskforgroupandclaim,0.0,1,1,0
357,357,cd,0.0,1,1,0
358,358,change,0.0,2,2,0
359,359,channel,0.0,1,1,0
360,360,chat,0.0,9,9,0
361,361,chat2,0.0,2,2,0
362,362,check,0.0,2,2,0
363,363,checkcallbacks,0.0,1,1,0
364,364,checkfailed,0.0,1,1,0
365,365,checking,0.0,2,2,0
366,366,checklistresults,0.0,2,2,0
367,367,checklistwithcontinuationsresults,0.0,2,2,0
368,368,checkoutcome,0.0,3,3,0
369,369,claim,0.0,6,6,0
370,370,claimedtask,0.0,5,5,0
371,371,class,0.0,1,1,0
372,372,class[,0.0,1,1,0
373,373,classes,0.0,1,1,0
374,374,classpath,0.0,1,1,0
375,375,clean,0.0,3,3,0
376,376,clear,0.0,3,3,0
377,377,clearandgetordertriggered,0.0,1,1,0
378,378,client,0.0,21,21,0
379,379,clientmanager,0.0,1,1,0
380,380,close,0.0,8,8,0
381,381,closeall,0.0,1,1,0
382,382,closeclientsockets,0.0,1,1,0
383,383,closeconnection,0.0,1,1,0
384,384,closed,0.0,3,3,0
385,385,closeframe,0.0,1,1,0
386,386,closereason,0.0,1,1,0
387,387,closing,0.0,2,2,0
388,388,cluster,0.0,3,3,0
389,389,cn/ch/,0.0,1,1,0
390,390,code,0.0,2,2,0
391,391,codec=exchange,0.0,4,4,0
392,392,collect,0.0,2,2,0
393,393,collectors,0.0,1,1,0
394,394,com,0.0,5,5,0
395,395,command,0.0,2,2,0
396,396,commoncode,0.0,1,1,0
397,397,comp,0.0,4,4,0
398,398,comp/nested,0.0,2,2,0
399,399,compareandset,0.0,6,6,0
400,400,completable,0.0,3,3,0
401,401,complete,0.0,13,13,0
402,402,completedtask,0.0,1,1,0
403,403,compositeop,0.0,2,2,0
404,404,config,0.0,2,2,0
405,405,configurator,0.0,1,1,0
406,406,connect,0.0,9,9,0
407,407,connectblocking,0.0,1,1,0
408,408,connection,0.0,4,4,0
409,409,connectionalreadyaccepted,0.0,1,1,0
410,410,connecttoserver,0.0,5,5,0
411,411,constants,0.0,5,5,0
412,412,constraint[]{eq,0.0,2,2,0
413,413,consumer,0.0,4,4,0
414,414,consumerhandler,0.0,1,1,0
415,415,containerprovider,0.0,1,1,0
416,416,contains,0.0,9,9,0
417,417,contentencoding,0.0,1,1,0
418,418,contenttype,0.0,1,1,0
419,419,control,0.0,1,1,0
420,420,coordinator,0.0,5,5,0
421,421,count,0.0,10,10,0
422,422,countdown,0.0,6,6,0
423,423,countdownlatch0,0.0,1,1,0
424,424,countdownlatchbytebuffer,0.0,1,1,0
425,425,countdownlatchconnect,0.0,1,1,0
426,426,countdownlatchstring,0.0,1,1,0
427,427,counter,0.0,2,2,0
428,428,countserverdownlatch,0.0,1,1,0
429,429,cr,0.0,1,1,0
430,430,create,0.0,36,36,0
431,431,createaddfieldexecutionstep,0.0,2,2,0
432,432,createadditionalinitialization,0.0,2,2,0
433,433,createaddress,0.0,2,2,0
434,434,createclient,0.0,2,2,0
435,435,created,0.0,9,9,0
436,436,createdefaultdirectorymanagerpath,0.0,1,1,0
437,437,createdirectorymanager,0.0,2,2,0
438,438,createdoc,0.0,2,2,0
439,439,createjobstatisticsapi,0.0,1,1,0
440,440,createkernelservicesbuilder,0.0,3,3,0
441,441,createmessages,0.0,5,5,0
442,442,createnicemock,0.0,4,4,0
443,443,createpipeline,0.0,2,2,0
444,444,createserverstatisticsapi,0.0,1,1,0
445,445,createsiddhiappruntime,0.0,1,1,0
446,446,createsleepexecutionstep,0.0,1,1,0
447,447,createstarted,0.0,1,1,0
448,448,createsubcontext,0.0,2,2,0
449,449,createunpacker,0.0,1,1,0
450,450,createwriteattributeoperation,0.0,2,2,0
451,451,cseeventstream,0.0,1,1,0
452,452,cseeventstream#throttler,0.0,1,1,0
453,453,ctx,0.0,9,9,0
454,454,curatorframeworkfactory,0.0,1,1,0
455,455,current,0.0,2,2,0
456,456,currenttaskid,0.0,11,11,0
457,457,currenttimemillis,0.0,3,3,0
458,458,currenttimemillisreturnstimegreaterthansystemtime,0.0,1,1,0
459,459,d,0.0,1,1,0
460,460,d/33,0.0,1,1,0
461,461,data,0.0,2,2,0
462,462,database_name,0.0,4,4,0
463,463,datachanged,0.0,3,3,0
464,464,date,0.0,4,4,0
465,465,date1,0.0,2,2,0
466,466,date2,0.0,2,2,0
467,467,date3,0.0,2,2,0
468,468,date4,0.0,2,2,0
469,469,date5,0.0,2,2,0
470,470,day,0.0,1,1,0
471,471,dclaimtaskcreatedforgroup,0.0,1,1,0
472,472,dd/mm/yyyy,0.0,1,1,0
473,473,default,0.0,4,4,0
474,474,defaultpropertytrialcount,0.0,1,1,0
475,475,defaultserver,0.0,3,3,0
476,476,define,0.0,1,1,0
477,477,definitions,0.0,1,1,0
478,478,delete,0.0,12,12,0
479,479,deleted,0.0,2,2,0
480,480,deletedtask,0.0,4,4,0
481,481,deletewithescapedvarargsqueryparams,0.0,1,1,0
482,482,deletewithmappedqueryparams,0.0,1,1,0
483,483,deletewithvarargsqueryparams,0.0,1,1,0
484,484,delta_2_1,0.0,2,2,0
485,485,delta_3_1,0.0,2,2,0
486,486,delta_4_3,0.0,2,2,0
487,487,delta_5_4,0.0,2,2,0
488,488,demo,0.0,3,3,0
489,489,demoservice,0.0,2,2,0
490,490,deployment,0.0,4,4,0
491,491,deployservlet,0.0,1,1,0
492,492,describecacheclusters,0.0,1,1,0
493,493,deser,0.0,2,2,0
494,494,destroy,0.0,2,2,0
495,495,destroyregistryprotocol,0.0,3,3,0
496,496,detail,0.0,1,1,0
497,497,dic,0.0,2,2,0
498,498,different,0.0,2,2,0
499,499,dir,0.0,4,4,0
500,500,directorymanagerfactory,0.0,2,2,0
501,501,disconf,0.0,1,1,0
502,502,disconnect,0.0,1,1,0
503,503,discovery,0.0,1,1,0
504,504,discoveryfactory,0.0,2,2,0
505,505,discoverylistener,0.0,2,2,0
506,506,dispatch,0.0,1,1,0
507,507,dispatcher,0.0,5,5,0
508,508,disposable,0.0,1,1,0
509,509,dm,0.0,4,4,0
510,510,dmi,0.0,1,1,0
511,511,dmpath,0.0,3,3,0
512,512,doc,0.0,2,2,0
513,513,doctor,0.0,3,3,0
514,514,don,0.0,4,4,0
515,515,done,0.0,3,3,0
516,516,doonerror,0.0,2,2,0
517,517,dopost,0.0,2,2,0
518,518,down,0.0,1,1,0
519,519,dpc,0.0,3,3,0
520,520,driver,0.0,1,1,0
521,521,dubbo,0.0,11,11,0
522,522,dubboprotocol,0.0,3,3,0
523,523,dumpcontenttype,0.0,3,3,0
524,524,dungeon,0.0,1,1,0
525,525,duration,0.0,3,3,0
526,526,during,0.0,1,1,0
527,527,e,0.0,25,25,0
528,528,each,0.0,2,2,0
529,529,easymock,0.0,5,5,0
530,530,echo,0.0,2,2,0
531,531,edpallcounter,0.0,1,1,0
532,532,edpcurrentcounter,0.0,1,1,0
533,533,edu,0.0,1,1,0
534,534,either,0.0,1,1,0
535,535,elist1,0.0,1,1,0
536,536,elist2,0.0,1,1,0
537,537,emailaddress,0.0,1,1,0
538,538,emaillist,0.0,1,1,0
539,539,emailservice,0.0,1,1,0
540,540,embedtestingserver,0.0,1,1,0
541,541,emptylist,0.0,12,12,0
542,542,encode,0.0,3,3,0
543,543,endpoint,0.0,3,3,0
544,544,endpointmap,0.0,2,2,0
545,545,endpoints,0.0,1,1,0
546,546,endpointtype,0.0,1,1,0
547,547,enqueue,0.0,6,6,0
548,548,ensure,0.0,2,2,0
549,549,eq,0.0,6,6,0
550,550,equals,0.0,8,8,0
551,551,er,0.0,10,10,0
552,552,error,0.0,8,8,0
553,553,errorhandler,0.0,1,1,0
554,554,errorref,0.0,2,2,0
555,555,errors,0.0,3,3,0
556,556,eval,0.0,2,2,0
557,557,evaluate,0.0,1,1,0
558,558,evaluated,0.0,1,1,0
559,559,evaluateschedule,0.0,1,1,0
560,560,event,0.0,1,1,0
561,561,event_action,0.0,2,2,0
562,562,eventarrived,0.0,1,1,0
563,563,eventbus,0.0,3,3,0
564,564,eventcontext,0.0,5,5,0
565,565,eventprinter,0.0,1,1,0
566,566,events,0.0,1,1,0
567,567,eventsforlogger,0.0,1,1,0
568,568,every,0.0,1,1,0
569,569,ex,0.0,1,1,0
570,570,exactly,0.0,1,1,0
571,571,exception,0.0,3,3,0
572,572,exceptions,0.0,6,6,0
573,573,exchangers,0.0,1,1,0
574,574,exec,0.0,1,1,0
575,575,execute,0.0,5,5,0
576,576,executeforfailure,0.0,1,1,0
577,577,executeoperation,0.0,3,3,0
578,578,execution,0.0,1,1,0
579,579,executionplanruntime,0.0,1,1,0
580,580,executionresult,0.0,2,2,0
581,581,executor,0.0,3,3,0
582,582,executors,0.0,4,4,0
583,583,exist_job_instance,0.0,1,1,0
584,584,exists,0.0,1,1,0
585,585,expect,0.0,3,3,0
586,586,expectation,0.0,1,1,0
587,587,expected,0.0,4,4,0
588,588,expectedmessage,0.0,1,1,0
589,589,expectlastcall,0.0,1,1,0
590,590,expects,0.0,3,3,0
591,591,expensive,0.0,1,1,0
592,592,expirytimestamp,0.0,1,1,0
593,593,exponentialdelayreconnector,0.0,1,1,0
594,594,exporter,0.0,5,5,0
595,595,extensionloader,0.0,2,2,0
596,596,facade,0.0,1,1,0
597,597,failed,0.0,5,5,0
598,598,fails,0.0,1,1,0
599,599,failure,0.0,2,2,0
600,600,fetch,0.0,2,2,0
601,601,fetchcount,0.0,1,1,0
602,602,fetchresults,0.0,1,1,0
603,603,fi,0.0,1,1,0
604,604,filter,0.0,4,4,0
605,605,find,0.0,3,3,0
606,606,findbyid,0.0,1,1,0
607,607,findbyproperty,0.0,1,1,0
608,608,findjobstatustraceevents,0.0,1,1,0
609,609,fireevent,0.0,5,5,0
610,610,first,0.0,1,1,0
611,611,float,0.0,1,1,0
612,612,flowdrops,0.0,1,1,0
613,613,fluentd,0.0,1,1,0
614,614,fluentd1,0.0,1,1,0
615,615,fluentd2,0.0,1,1,0
616,616,fluentlogger,0.0,1,1,0
617,617,following,0.0,1,1,0
618,618,followup,0.0,2,2,0
619,619,foo,0.0,6,6,0
620,620,foo/bar,0.0,2,2,0
621,621,foobar,0.0,1,1,0
622,622,for,0.0,7,7,0
623,623,forceclose,0.0,1,1,0
624,624,forclass,0.0,2,2,0
625,625,forking,0.0,1,1,0
626,626,format,0.0,7,7,0
627,627,forname,0.0,1,1,0
628,628,forpath,0.0,1,1,0
629,629,found,0.0,2,2,0
630,630,fragmentednmeamessage1,0.0,1,1,0
631,631,fragmentednmeamessage2,0.0,1,1,0
632,632,from,0.0,1,1,0
633,633,fromemail,0.0,1,1,0
634,634,fromname,0.0,1,1,0
635,635,fromstring,0.0,2,2,0
636,636,function,0.0,1,1,0
637,637,futures,0.0,1,1,0
638,638,garth,0.0,12,12,0
639,639,gc,0.0,1,1,0
640,640,generateresponse,0.0,1,1,0
641,641,geom,0.0,1,1,0
642,642,get,0.0,78,78,0
643,643,getadaptiveextension,0.0,2,2,0
644,644,getaddress,0.0,3,3,0
645,645,getandincrement,0.0,2,2,0
646,646,getassignee,0.0,15,15,0
647,647,getasyncremote,0.0,1,1,0
648,648,getattachments,0.0,2,2,0
649,649,getattribute,0.0,2,2,0
650,650,getauthenticateduserid,0.0,11,11,0
651,651,getauthentication,0.0,2,2,0
652,652,getavailableport,0.0,2,2,0
653,653,getbasename,0.0,1,1,0
654,654,getbasicremote,0.0,2,2,0
655,655,getbean,0.0,1,1,0
656,656,getbeandefinition,0.0,1,1,0
657,657,getbeanname,0.0,1,1,0
658,658,getbody,0.0,2,2,0
659,659,getbufferpool,0.0,1,1,0
660,660,getbytes,0.0,7,7,0
661,661,getcache,0.0,1,1,0
662,662,getcapturedobject,0.0,2,2,0
663,663,getcause,0.0,2,2,0
664,664,getchildren,0.0,2,2,0
665,665,getclass,0.0,5,5,0
666,666,getclosecode,0.0,1,1,0
667,667,getcode,0.0,1,1,0
668,668,getconnection,0.0,3,3,0
669,669,getconnections,0.0,1,1,0
670,670,getconnectionstring,0.0,3,3,0
671,671,getcontent,0.0,13,13,0
672,672,getcontext,0.0,4,4,0
673,673,getcontextsource,0.0,1,1,0
674,674,getcount,0.0,1,1,0
675,675,getcurrentrevisioncount,0.0,3,3,0
676,676,getcurrentshardingtotalcount,0.0,1,1,0
677,677,getdatabase,0.0,4,4,0
678,678,getdubboprotocol,0.0,3,3,0
679,679,geteventsforlogger,0.0,1,1,0
680,680,getexecutor,0.0,1,1,0
681,681,getextensionloader,0.0,2,2,0
682,682,getfirstnames,0.0,2,2,0
683,683,getgmtcreate,0.0,2,2,0
684,684,gethandler,0.0,1,1,0
685,685,gethostaddress,0.0,3,3,0
686,686,gethostnameverifier,0.0,2,2,0
687,687,gethostport,0.0,3,3,0
688,688,getid,0.0,20,20,0
689,689,getinputhandler,0.0,1,1,0
690,690,getinputstream,0.0,1,1,0
691,691,getinstance,0.0,6,6,0
692,692,getinterface,0.0,2,2,0
693,693,getinvoker,0.0,11,11,0
694,694,getitemrevision,0.0,1,1,0
695,695,getkey,0.0,1,1,0
696,696,getlastelement,0.0,1,1,0
697,697,getlexemerevision,0.0,1,1,0
698,698,getlistener,0.0,2,2,0
699,699,getlogger,0.0,1,1,0
700,700,getmapping,0.0,1,1,0
701,701,getmatcher,0.0,2,2,0
702,702,getmaxtiles,0.0,1,1,0
703,703,getmaxvertsperpoly,0.0,1,1,0
704,704,getmessage,0.0,9,9,0
